TBepi3475.genome.CDS.1849,group07825
TBepi3475.genome.CDS.1412,group00524
TBepi3475.genome.CDS.1006,group07301
TBepi3475.genome.CDS.1007,group01055
TBepi3475.genome.CDS.1004,group06774
TBepi3475.genome.CDS.1005,group01237
TBepi3475.genome.CDS.1258,group00337
TBepi3475.genome.CDS.1896,group01437
TBepi3475.genome.CDS.1769,group00532
TBepi3475.genome.CDS.1268,group00903
TBepi3475.genome.CDS.1269,group06756
TBepi3475.genome.CDS.1266,group00267
TBepi3475.genome.CDS.1267,group00670
TBepi3475.genome.CDS.1264,group00609
TBepi3475.genome.CDS.1265,group00350
TBepi3475.genome.CDS.1262,group00806
TBepi3475.genome.CDS.1263,group00229
TBepi3475.genome.CDS.1260,group01895
TBepi3475.genome.CDS.1261,group00123
TBepi3475.genome.CDS.1433,group00591
TBepi3475.genome.CDS.1432,group12997
TBepi3475.genome.CDS.1431,group00173
TBepi3475.genome.CDS.1430,group02669
TBepi3475.genome.CDS.1437,group00258
TBepi3475.genome.CDS.1436,group08483
TBepi3475.genome.CDS.1435,group00065
TBepi3475.genome.CDS.1434,group00630
TBepi3475.genome.CDS.1439,group00140
TBepi3475.genome.CDS.1438,group00066
TBepi3475.genome.CDS.1335,group12709
TBepi3475.genome.CDS.1899,group00500
TBepi3475.genome.CDS.1898,group00506
TBepi3475.genome.CDS.967,group11590
TBepi3475.genome.CDS.966,group01016
TBepi3475.genome.CDS.1145,group00016
TBepi3475.genome.CDS.1144,group00004
TBepi3475.genome.CDS.963,group03988
TBepi3475.genome.CDS.1142,group12411
TBepi3475.genome.CDS.961,group00443
TBepi3475.genome.CDS.1140,group00104
TBepi3475.genome.CDS.1049,group00787
TBepi3475.genome.CDS.1149,group00427
TBepi3475.genome.CDS.1148,group00141
TBepi3475.genome.CDS.1507,group00373
TBepi3475.genome.CDS.1506,group13639
TBepi3475.genome.CDS.1505,group00124
TBepi3475.genome.CDS.1504,group00292
TBepi3475.genome.CDS.1503,group00513
TBepi3475.genome.CDS.1502,group00817
TBepi3475.genome.CDS.1501,group00950
TBepi3475.genome.CDS.1500,group00096
TBepi3475.genome.CDS.1508,group01841
TBepi3475.genome.CDS.1891,group01305
TBepi3475.genome.CDS.1213,group00602
TBepi3475.genome.CDS.1890,group00119
TBepi3475.genome.CDS.1864,group00123
TBepi3475.genome.CDS.1313,group00023
TBepi3475.genome.CDS.1310,group08699
TBepi3475.genome.CDS.1311,group00091
TBepi3475.genome.CDS.1860,group00789
TBepi3475.genome.CDS.1861,group00009
TBepi3475.genome.CDS.1862,group00557
TBepi3475.genome.CDS.1315,group00576
TBepi3475.genome.CDS.1318,group01120
TBepi3475.genome.CDS.1319,group00467
TBepi3475.genome.CDS.1868,group00997
TBepi3475.genome.CDS.1869,group00650
TBepi3475.genome.CDS.1164,group00361
TBepi3475.genome.CDS.1619,group00442
TBepi3475.genome.CDS.1618,group00372
TBepi3475.genome.CDS.1659,group01897
TBepi3475.genome.CDS.521,group00957
TBepi3475.genome.CDS.1612,group00237
TBepi3475.genome.CDS.1611,group00322
TBepi3475.genome.CDS.1610,group05402
TBepi3475.genome.CDS.1617,group00251
TBepi3475.genome.CDS.1827,group00584
TBepi3475.genome.CDS.1615,group00220
TBepi3475.genome.CDS.1614,group05435
TBepi3475.genome.CDS.1925,group00328
TBepi3475.genome.CDS.1924,group00902
TBepi3475.genome.CDS.1927,group00613
TBepi3475.genome.CDS.1889,group08853
TBepi3475.genome.CDS.1921,group00038
TBepi3475.genome.CDS.1920,group00037
TBepi3475.genome.CDS.1923,group00616
TBepi3475.genome.CDS.1922,group00594
TBepi3475.genome.CDS.1882,group04917
TBepi3475.genome.CDS.1883,group02402
TBepi3475.genome.CDS.1880,group07127
TBepi3475.genome.CDS.1881,group00530
TBepi3475.genome.CDS.1886,group00165
TBepi3475.genome.CDS.1887,group00195
TBepi3475.genome.CDS.1884,group00182
TBepi3475.genome.CDS.1885,group00075
TBepi3475.genome.CDS.1810,group00931
TBepi3475.genome.CDS.1813,group00768
TBepi3475.genome.CDS.1812,group00962
TBepi3475.genome.CDS.637,group00970
TBepi3475.genome.CDS.1814,group00714
TBepi3475.genome.CDS.1817,group00325
TBepi3475.genome.CDS.1816,group00563
TBepi3475.genome.CDS.1819,group00832
TBepi3475.genome.CDS.1818,group00701
TBepi3475.genome.CDS.1590,group07348
TBepi3475.genome.CDS.1591,group00232
TBepi3475.genome.CDS.1592,group00562
TBepi3475.genome.CDS.1593,group00161
TBepi3475.genome.CDS.1594,group02546
TBepi3475.genome.CDS.1718,group00305
TBepi3475.genome.CDS.1596,group00625
TBepi3475.genome.CDS.1597,group00624
TBepi3475.genome.CDS.1598,group00231
TBepi3475.genome.CDS.1599,group02868
TBepi3475.genome.CDS.1719,group00855
TBepi3475.genome.CDS.955,group00565
TBepi3475.genome.CDS.1226,group01017
TBepi3475.genome.CDS.1046,group02654
TBepi3475.genome.CDS.1047,group05665
TBepi3475.genome.CDS.1044,group03973
TBepi3475.genome.CDS.1045,group10919
TBepi3475.genome.CDS.1042,group11238
TBepi3475.genome.CDS.1043,group04422
TBepi3475.genome.CDS.1040,group00221
TBepi3475.genome.CDS.1768,group00532
TBepi3475.genome.CDS.1767,group00533
TBepi3475.genome.CDS.1766,group00307
TBepi3475.genome.CDS.1765,group00537
TBepi3475.genome.CDS.1764,group00535
TBepi3475.genome.CDS.1763,group00184
TBepi3475.genome.CDS.1762,group06779
TBepi3475.genome.CDS.1048,group00472
TBepi3475.genome.CDS.1760,group00799
TBepi3475.genome.CDS.1103,group00505
TBepi3475.genome.CDS.1102,group00043
TBepi3475.genome.CDS.1101,group00266
TBepi3475.genome.CDS.1107,group00850
TBepi3475.genome.CDS.1106,group13688
TBepi3475.genome.CDS.1105,group00310
TBepi3475.genome.CDS.1104,group00569
TBepi3475.genome.CDS.1109,group00654
TBepi3475.genome.CDS.1588,group12616
TBepi3475.genome.CDS.1174,group00542
TBepi3475.genome.CDS.1312,group00174
TBepi3475.genome.CDS.977,group03373
TBepi3475.genome.CDS.1831,group00278
TBepi3475.genome.CDS.80,group06780
TBepi3475.genome.CDS.1581,group01099
TBepi3475.genome.CDS.1629,group00510
TBepi3475.genome.CDS.1358,group01023
TBepi3475.genome.CDS.1359,group05402
TBepi3475.genome.CDS.1356,group13397
TBepi3475.genome.CDS.1357,group07447
TBepi3475.genome.CDS.1354,group01817
TBepi3475.genome.CDS.1355,group00021
TBepi3475.genome.CDS.1352,group01464
TBepi3475.genome.CDS.1353,group00020
TBepi3475.genome.CDS.1350,group10214
TBepi3475.genome.CDS.1351,group00820
TBepi3475.genome.CDS.1543,group00238
TBepi3475.genome.CDS.1469,group08416
TBepi3475.genome.CDS.1541,group12822
TBepi3475.genome.CDS.1540,group00531
TBepi3475.genome.CDS.1547,group00785
TBepi3475.genome.CDS.1546,group12056
TBepi3475.genome.CDS.1545,group00590
TBepi3475.genome.CDS.1544,group01002
TBepi3475.genome.CDS.1460,group00196
TBepi3475.genome.CDS.1461,group06763
TBepi3475.genome.CDS.1549,group00980
TBepi3475.genome.CDS.1548,group00176
TBepi3475.genome.CDS.1465,group00724
TBepi3475.genome.CDS.1466,group11549
TBepi3475.genome.CDS.1467,group02622
TBepi3475.genome.CDS.1906,group00560
TBepi3475.genome.CDS.1491,group13836
TBepi3475.genome.CDS.1217,group00731
TBepi3475.genome.CDS.1216,group14044
TBepi3475.genome.CDS.1215,group00846
TBepi3475.genome.CDS.1214,group00623
TBepi3475.genome.CDS.18,group05436
TBepi3475.genome.CDS.1199,group00905
TBepi3475.genome.CDS.1211,group01203
TBepi3475.genome.CDS.1210,group02885
TBepi3475.genome.CDS.1194,group00523
TBepi3475.genome.CDS.1195,group00457
TBepi3475.genome.CDS.1196,group06753
TBepi3475.genome.CDS.1197,group00878
TBepi3475.genome.CDS.1190,group00618
TBepi3475.genome.CDS.1191,group07649
TBepi3475.genome.CDS.1192,group02772
TBepi3475.genome.CDS.1193,group00580
TBepi3475.genome.CDS.1279,group00481
TBepi3475.genome.CDS.270,group00476
TBepi3475.genome.CDS.1798,group01223
TBepi3475.genome.CDS.1799,group04841
TBepi3475.genome.CDS.1796,group06006
TBepi3475.genome.CDS.1797,group03177
TBepi3475.genome.CDS.1794,group00987
TBepi3475.genome.CDS.1795,group04438
TBepi3475.genome.CDS.1792,group00072
TBepi3475.genome.CDS.1793,group00072
TBepi3475.genome.CDS.1790,group00094
TBepi3475.genome.CDS.1791,group00062
TBepi3475.genome.CDS.1280,group00805
TBepi3475.genome.CDS.1281,group00703
TBepi3475.genome.CDS.1282,group03955
TBepi3475.genome.CDS.1284,group00356
TBepi3475.genome.CDS.1285,group00489
TBepi3475.genome.CDS.1286,group00134
TBepi3475.genome.CDS.1287,group00354
TBepi3475.genome.CDS.1288,group00273
TBepi3475.genome.CDS.1289,group00249
TBepi3475.genome.CDS.1259,group00919
TBepi3475.genome.CDS.1495,group07304
TBepi3475.genome.CDS.1494,group00037
TBepi3475.genome.CDS.1497,group11743
TBepi3475.genome.CDS.1496,group08176
TBepi3475.genome.CDS.1859,group00373
TBepi3475.genome.CDS.1858,group11197
TBepi3475.genome.CDS.1493,group00421
TBepi3475.genome.CDS.1492,group04475
TBepi3475.genome.CDS.1855,group00026
TBepi3475.genome.CDS.1854,group00240
TBepi3475.genome.CDS.1857,group00450
TBepi3475.genome.CDS.1856,group03072
TBepi3475.genome.CDS.1851,group00245
TBepi3475.genome.CDS.1850,group00250
TBepi3475.genome.CDS.1853,group00225
TBepi3475.genome.CDS.1852,group00438
TBepi3475.genome.CDS.1082,group00700
TBepi3475.genome.CDS.1083,group01327
TBepi3475.genome.CDS.1080,group13725
TBepi3475.genome.CDS.1728,group01003
TBepi3475.genome.CDS.1086,group00031
TBepi3475.genome.CDS.1087,group00261
TBepi3475.genome.CDS.1084,group00100
TBepi3475.genome.CDS.1085,group00405
TBepi3475.genome.CDS.1723,group01059
TBepi3475.genome.CDS.1722,group04347
TBepi3475.genome.CDS.1088,group00599
TBepi3475.genome.CDS.1720,group09996
TBepi3475.genome.CDS.1727,group01056
TBepi3475.genome.CDS.1726,group01064
TBepi3475.genome.CDS.1725,group08977
TBepi3475.genome.CDS.1724,group00451
TBepi3475.genome.CDS.1512,group00660
TBepi3475.genome.CDS.1513,group01002
TBepi3475.genome.CDS.172,group04575
TBepi3475.genome.CDS.1641,group04079
TBepi3475.genome.CDS.1642,group01024
TBepi3475.genome.CDS.1643,group06771
TBepi3475.genome.CDS.1644,group04417
TBepi3475.genome.CDS.1645,group04327
TBepi3475.genome.CDS.1646,group00434
TBepi3475.genome.CDS.1647,group00740
TBepi3475.genome.CDS.1648,group08563
TBepi3475.genome.CDS.1483,group03288
TBepi3475.genome.CDS.1848,group00160
TBepi3475.genome.CDS.645,group06773
TBepi3475.genome.CDS.390,group03657
TBepi3475.genome.CDS.1468,group10038
TBepi3475.genome.CDS.1001,group00733
TBepi3475.genome.CDS.1561,group00811
TBepi3475.genome.CDS.1542,group00181
TBepi3475.genome.CDS.765,group00321
TBepi3475.genome.CDS.1843,group00320
TBepi3475.genome.CDS.1488,group00587
TBepi3475.genome.CDS.1039,group07147
TBepi3475.genome.CDS.1038,group02012
TBepi3475.genome.CDS.1037,group00834
TBepi3475.genome.CDS.1036,group04116
TBepi3475.genome.CDS.1035,group00102
TBepi3475.genome.CDS.1034,group04587
TBepi3475.genome.CDS.1033,group11729
TBepi3475.genome.CDS.1032,group07896
TBepi3475.genome.CDS.1031,group00084
TBepi3475.genome.CDS.1030,group00041
TBepi3475.genome.CDS.1253,group00794
TBepi3475.genome.CDS.1159,group07849
TBepi3475.genome.CDS.1251,group00000
TBepi3475.genome.CDS.1250,group00003
TBepi3475.genome.CDS.1257,group10533
TBepi3475.genome.CDS.1256,group00371
TBepi3475.genome.CDS.1255,group00247
TBepi3475.genome.CDS.1254,group01268
TBepi3475.genome.CDS.952,group05403
TBepi3475.genome.CDS.953,group00564
TBepi3475.genome.CDS.1152,group00491
TBepi3475.genome.CDS.951,group00445
TBepi3475.genome.CDS.1153,group00291
TBepi3475.genome.CDS.957,group01587
TBepi3475.genome.CDS.954,group01048
TBepi3475.genome.CDS.1157,group00501
TBepi3475.genome.CDS.1424,group00311
TBepi3475.genome.CDS.1425,group04191
TBepi3475.genome.CDS.1426,group00801
TBepi3475.genome.CDS.1427,group06761
TBepi3475.genome.CDS.1420,group00741
TBepi3475.genome.CDS.1421,group00755
TBepi3475.genome.CDS.1422,group01993
TBepi3475.genome.CDS.1423,group00691
TBepi3475.genome.CDS.1428,group06762
TBepi3475.genome.CDS.1429,group00295
TBepi3475.genome.CDS.1463,group00112
TBepi3475.genome.CDS.1154,group00927
TBepi3475.genome.CDS.1057,group06748
TBepi3475.genome.CDS.1489,group07589
TBepi3475.genome.CDS.1759,group00736
TBepi3475.genome.CDS.950,group00326
TBepi3475.genome.CDS.1451,group01027
TBepi3475.genome.CDS.1450,group00242
TBepi3475.genome.CDS.1453,group01421
TBepi3475.genome.CDS.1452,group00024
TBepi3475.genome.CDS.1455,group00707
TBepi3475.genome.CDS.1454,group12774
TBepi3475.genome.CDS.1457,group01552
TBepi3475.genome.CDS.1456,group00961
TBepi3475.genome.CDS.1459,group00102
TBepi3475.genome.CDS.1458,group06764
TBepi3475.genome.CDS.1693,group13751
TBepi3475.genome.CDS.1692,group00692
TBepi3475.genome.CDS.1691,group00843
TBepi3475.genome.CDS.1690,group00744
TBepi3475.genome.CDS.1697,group00889
TBepi3475.genome.CDS.1696,group02652
TBepi3475.genome.CDS.1695,group03955
TBepi3475.genome.CDS.1694,group00574
TBepi3475.genome.CDS.1510,group00029
TBepi3475.genome.CDS.1511,group13196
TBepi3475.genome.CDS.1699,group07954
TBepi3475.genome.CDS.1698,group00025
TBepi3475.genome.CDS.1514,group06766
TBepi3475.genome.CDS.1515,group01272
TBepi3475.genome.CDS.1516,group00952
TBepi3475.genome.CDS.1517,group00568
TBepi3475.genome.CDS.1141,group03244
TBepi3475.genome.CDS.1156,group00928
TBepi3475.genome.CDS.1756,group00233
TBepi3475.genome.CDS.1680,group00687
TBepi3475.genome.CDS.1757,group01763
TBepi3475.genome.CDS.1327,group00418
TBepi3475.genome.CDS.1326,group01714
TBepi3475.genome.CDS.1325,group00924
TBepi3475.genome.CDS.1324,group00018
TBepi3475.genome.CDS.1323,group00702
TBepi3475.genome.CDS.1322,group00014
TBepi3475.genome.CDS.1321,group00747
TBepi3475.genome.CDS.1320,group00042
TBepi3475.genome.CDS.1821,group00685
TBepi3475.genome.CDS.1329,group00908
TBepi3475.genome.CDS.1328,group00575
